Sentiment,Sentence,Rating,Name
-1,Perhaps that's where the crux of the problem actually is.,2,books_neg_58
-1,"By having too simple a writing style, the author took some of the weight off a story that needed something heavier.",2,books_neg_58
0,"Overall, this is a book that can be read while riding the train to and from work in a matter of a day or two.",2,books_neg_58
-1,"However, I do not recommend this, because the softy in me found myself tearing up on a few occasions and trying to fight back the tears as other people trying to get to work pretended not to notice.",2,books_neg_58
0,Why did I pick up this book?,2,books_neg_59
0,"- because the cover caught my eye and I'm always interested in urban-fantasy novels where the main protagonist is male (since that's very rare), especially one from a female author.",2,books_neg_59
0,So that really peaked my interest.,2,books_neg_59
-1,"The Dark Storm is the first book in a new urban-fantasy series from author Kris Greene and while it does have some decent writing, it is amazingly generic.",2,books_neg_59
-1,"It's almost like what if you took a bunch of stuff from other books- a world of demons, agents of light, vampires, goblins, knights, werewolves and mystical weapons of power, blended them all together and weaved the story around the template on ""how-to"" write an urban-fantasy novel.",2,books_neg_59
-1,If this was any more by-the-numbers I would have sworn I'd read it already.,2,books_neg_59
-1,"The main problem I had with this book is it's characterization, or lack there of.",2,books_neg_59
-1,"There's just way to many characters crammed into this slim work (the story constantly shifts through multiple POV's), that I felt like I was missing half the novel, like it was incomplete.",2,books_neg_59
-1,"There's a sequel to The Dark Storm as there generally is with this sub-genre, but that's no excuse to have such a flimsy table setter.",2,books_neg_59
0,I mean you want readers to come back for the rest of the series right?,2,books_neg_59
-1,"Also, the two ""main"" characters of the book, Gabriel Redfeather and De Mona Sanchez (and yes that's her real name!!)",2,books_neg_59
-1,"are so poorly formed as characters that they feel like they're cursory characters in the background, rather then the one's the whole series is based around.",2,books_neg_59
-1,"And they both whined and whined so much, especially Gabriel, that I had to re-read the earlier pages and remind myself that he wasn't a freshman in highschool, but already in college!!!",2,books_neg_59
1,"However, I did like the magic system with the witches, warlocks and mages all having different functions in the world, and how there are numerous classes and castes within each magical house.",2,books_neg_59
1,"I also liked the back story of how there was a holy war centuries ago between the forces of light and the denizens of hell, and how the ancestors of both sides are fighting over the souls again years later.",2,books_neg_59
-1,"But man, the most important aspect of the story, the very foundation the world is based around, the magical weapons, felt the weakest in the entire story.",2,books_neg_59
-1,"Their characteristics and attributes are never fully thought out and explained, their powers appearing more as poor imagination rather than weapons that can control the very fabric of the world.",2,books_neg_59
-1,It's all just so generic that in 2 weeks I probably won't remember the story anymore and sadly I won't be coming back for the upcoming sequel Demon Hunt.,2,books_neg_59
1,This is a really cool story.,3,books_neu_3
1,"I loved the strong, independent main character.",3,books_neu_3
1,"I also thought the fallen angel story was really neat, and I wanted more of it.",3,books_neu_3
1,The cover was also very interesting.,3,books_neu_3
1,I'd love to read a book written by the author in the format of the preface.,3,books_neu_3
1,I was really enjoying that style of writing.,3,books_neu_3
1,It reminded me of Poe in a Young Adult format.,3,books_neu_3
1,"I liked the strong vocabulary in this book, as well.",3,books_neu_3
-1,Things I wasn't a fan of--the ending was to cutesy for my taste.,3,books_neu_3
-1,"Also, all of the side characters (particularly the mom, Vee, and the teacher) were incredibly flat and stereotypical to me.",3,books_neu_3
1,I look forward to recommending this to my students who enjoy Twilight.,3,books_neu_3
0,Santiago of Spain vs.,3,books_neu_20
0,Anne of Avonlea It is an odd coincidence that I was three books into the Anne of Avonlea series when I picked up โThe Alchemistโ to read.,3,books_neu_20
0,I know that they are completely different genres but I couldn't help but compare the two stories.,3,books_neu_20
0,"There were so many similarities in the characters and message, but the writings were worlds apart.",3,books_neu_20
0,"I know that The Alchemist was not written as a novel and you can't compare the writing styles of the authors, but I'm just stating a preference here.",3,books_neu_20
0,Let's compare: Santiago and Anne were both educated locally until about the age of 16. They both love to read and have dreams.,3,books_neu_20
0,"Santiago wants to travel and see the world, he becomes a shepherd with an inheritance from his father.",3,books_neu_20
0,"Anne wants to further her education and become a teacher and is able to attend Queens Academy with the help of her adopted family, the Cuthberts.",3,books_neu_20
0,"While a shepherd, Santiago has a recurring dream about finding a treasure near the Pyramids in Egypt. As a student Anne dreams of going to Redmond College.",3,books_neu_20
0,With the help of โgood omensโ both are allowed to follow their dreams.,3,books_neu_20
0,Santiago's good omens appear in the form of a gypsy and a king who help him interpret his dream and encourage him to follow it to Egypt. He makes it to Tangiers where he is robbed of his money and is forced to find employment with a crystal merchant.,3,books_neu_20
0,"Hence he is delayed a year in continuing his โPersonal Legendโ. Anne is blessed by fate (and hard work) to have won a scholarship to college, but due to death and illness, she is prevented from going to college for a couple of years while she takes care of Marilla, her adopted โmotherโ. Here we come to a difference in attitudes between Santiago and Anne. Santiago feels cheated out of his dream and counts down the days when he will have saved up enough money to go back home to shepherding, thereby giving up his quest.",3,books_neu_20
0,"Anne on the other hand, feels sorrow over the lost opportunity, but makes the best of her changed circumstances, and keeps her dream alive by continuing to study and believe that someday she will be able to attend college.",3,books_neu_20
0,"After saving up enough money to return to Spain, Santiago finds the desire to again follow his dream and joins a caravan going to Egypt. Anne is persuaded to follow her dream of college by Marilla, who has found a solution to her healthcare dilemma with the help of a neighbor.",3,books_neu_20
0,"While traveling to Egypt by caravan, Santiago befriends an Englishman who teaches him about alchemy, Santiago also learns much about listening to his heart and leaning the โuniversal languageโ of all things.",3,books_neu_20
0,While at college Anne makes the most of the opportunites available there.,3,books_neu_20
0,"She makes friends, and is in tune with her own inner self and with nature around her.",3,books_neu_20
0,Good things seem to happen to both characters.,3,books_neu_20
0,This is the universe conspiring to help them fulfill their โPersonal Legendโ. Santiago finds love when he meets Fatima at the oasis where he is delayed in his journey.,3,books_neu_20
0,He also meets the alchemist who teaches him about the ways of the world and leads him to the Pyramids where he ultimately finds where his treasure really is.,3,books_neu_20
0,Anne also finds the love of her life also not where she was expecting it.,3,books_neu_20
0,They both find that their treasure was much closer to home than either of them ever โdreamedโ it.,3,books_neu_20
0,Now for the differences.,3,books_neu_20
0,"In Anne's story, the beauty was in the journey.",3,books_neu_20
0,"She found so much to be grateful for every day, in every little thing.",3,books_neu_20
0,The writing of LM Montgomery was exceptional.,3,books_neu_20
0,"While reading these three books (Anne of Green Gables, Anne of Avonlea, and Anne of the Island) I didn't get the sense that Anne was teaching me about pursuing my own dreams, it was just a natural consequence of the book.",3,books_neu_20
-1,"Whereas in โThe Alchemistโ I felt I was being lectured by a monotonous professor about how to achieve my โPersonal Legendโ, by nailing the point into my head over and over.",3,books_neu_20
-1,Actually the phrase โPersonal Legendโ was used 55 times in this book of 208 pages.,3,books_neu_20
-1,About once every four pages.,3,books_neu_20
1,"All of this being said, I appreciate the message of following your dreams in both writings.",3,books_neu_20
-1,But personally I much prefer the writing of LM Montgomery over Paulo Coelho. I didn't come to love the characters in โThe Alchemistโ as I did the characters from Avonlea.,3,books_neu_20
0,"So, if you go for lyrical and poetic, choose Anne, if you lean more toward simple and overstated, choose Santiago.",3,books_neu_20
0,"Hmmm. Warning, this book is violent.",3,books_neu_22
-1,"Yes there is a war against evil going on, but decapitations?",3,books_neu_22
-1,Blood spurting?,3,books_neu_22
-1,Brain matter on spears?,3,books_neu_22
0,I don't think this is going in the school library.,3,books_neu_22
1,I like the character Eragon and he seemed to be maturing in this book.,3,books_neu_22
-1,I wish Paolini spent more time on developing his characters as he did with the endless battle (read blood and guts) scenes.,3,books_neu_22
0,This book was different.,3,books_neu_23
1,I liked the first part.,3,books_neu_23
0,I could relate with Pi on his views about God and religion.,3,books_neu_23
1,"He put into words my feelings when he said, ""I just want to love God"" to the three religious leaders (Catholic, Muslim, Hindu) when they asked him why he practiced all three religions.",3,books_neu_23
-1,I puzzled over the middle while he was lost at sea with the tiger.,3,books_neu_23
-1,I didn't get the island at all.,3,books_neu_23
1,But in the end it all came together.,3,books_neu_23
1,By A Customer I checked this out at the library and thought it had good information about how to cut your expenses and the author convinced me to pay off my mortgage early rather than putting my extra money into the stock market.,3,books_neu_24
1,The first few CD's are very entertaining.,3,books_neu_24
-1,The last two CD's don't contain any useful information and are somewhat out of scope.,3,books_neu_24
0,"For instance, in the last CD he spends a significant amount of time talking about why only one parent should work because it's better on the kids.",3,books_neu_24
0,He also goes on and on about how to be an asset to your company so you will get raises and not get laid off.,3,books_neu_24
0,This is the type of CD that you will only listen to once so I highly recommend checking it out at your local library and saving the cash.,3,books_neu_24
0,"After all, you do want to cut down on debt, right?",3,books_neu_24
0,"""The Curious Incident of the Dog in the Night-Time"" is a story of an autistic teenager who is excellent with numbers and has a photographic memory but lacks communication skills.",3,books_neu_26
0,"His view of the world is simple: if it is not true, it is a lie.",3,books_neu_26
0,"If he doesn't know a person, he shouldn't talk to him or her.",3,books_neu_26
0,"If it is yellow or brown, it can't be touched.",3,books_neu_26
0,"And nobody, not his father, not even his mother can touch him.",3,books_neu_26
1,Mark Haddon's first book puts him in the league with great authors of our time.,3,books_neu_26
1,"The book is so well written and the story has been narrated in such convincing tone, that at times I had to make sure that Mark was not writing his autobiography!",3,books_neu_26
0,"When Fifteen-year-old Christopher John Francis Boone finds a murdered dog in his neighbors's frontyard, he picks him up instinctively.",3,books_neu_26
0,That is because he likes dogs.,3,books_neu_26
0,The neighbor assumes he killed the dog and from there start's Christopher's long and arduous journey to find the killer and unravel the mystery.,3,books_neu_26
0,"However, in doing so, Christopher finds more than he had bargained for.",3,books_neu_26
0,His simple autistic mind cannot comprehend why anybody would kill a dog.,3,books_neu_26
0,"While the answer, which he uncovers by the middle of the book, makes no sense, it does bring him face to face with the surprising truth about his dead mother and that ultimately convinces him to travel to London. Now begins the story of a boy, a child, who hasn't stepped beyond his street alone but travels boldly all the way to a metropolis where even adults with all their sense and knowledge of the world can get lost.",3,books_neu_26
0,Does he make it?,3,books_neu_26
0,What happens to the killer of the dog?,3,books_neu_26
0,What was the secret about his mother?,3,books_neu_26
-1,This is a very one dimensional book.,3,books_neu_26
-1,The story didn't seem to be very original.,3,books_neu_26
-1,"We have all read books, watched plays or movies of handicapped children who undertake huge tasks and complete them.",3,books_neu_26
-1,The book also fails to explore the relationship between Christopher and his mother even though his bond with his father has been explained well enough.,3,books_neu_26
-1,Readers get no insight into rest of the characters who could have very well defined the nature of relationship between Christopher and his parents.,3,books_neu_26
-1,Very one dimensional.,3,books_neu_26
0,Read a few pages before you buy it.,3,books_neu_26
0,"The reason why this book can't be rated a 5 star is because people expect a little more from an author of Time to Kill, The firm and The Rainmaker.",3,books_neu_27
-1,"Set amidst US presidential race, terrorist attacks in the middle east and 3 insignificant judges in a federal prison, the book spins a tale of political showdowns and prison scams that get intertwined in the most improbable but highly predictable way.",3,books_neu_27
-1,"The end just happens, as if the author is in a hurry to make it happen or lacks better imagination.",3,books_neu_27
0,CONCLUSION: READABLE if you have nothing else to read.,3,books_neu_27
1,"In this short but insightful novel, Daniel Quinn has created a brand new view of history of mankind.",3,books_neu_28
1,"Told through interactions of a master and his student, Ishmael presents a view of history in a very different, and for some the real, light.",3,books_neu_28
0,"When narrator sees an advertisement in a newspaper that claims that a master is seeking students who would like to save the world, he is angry and suspicious because his past has brought him in touch with many so called saviors interested only in their own glory.",3,books_neu_28
0,"However, for some reason, he still goes to see the so called master.",3,books_neu_28
0,What he finds there terrifies and surprises him.,3,books_neu_28
0,"But as he begins interacting with the master, Ishmael, he begins to realize that this is what he had been looking for all his life.",3,books_neu_28
1,Ishmael presents a remarkably different view of the history of mankind.,3,books_neu_28
0,"While we, the humans, homo sapien sapien, the most corrupt of all species, have regarded earth as land to be conquered and ruled, Ishmael tells the narrator that other animals, inclding the older species of humans like neanderthals didn't die out, they chose to step aside in order to let nature take its course.",3,books_neu_28
1,"According to Ishmael life is not about winning or ruling the earth, it is to live and let live and this simple message is delivered in the book through some very logical anecdotes and analogies.",3,books_neu_28
0,So why the 3 stars?,3,books_neu_28
0,"I have read Richard Bach, Dalai Lama and numberous other religous and philosophical texts.",3,books_neu_28
0,I have found that every author presents his or her view on life and evolution and future of mankind.,3,books_neu_28
0,But this is the world according to him.,3,books_neu_28
0,What is true for one man is not always true for rest of us.,3,books_neu_28
-1,"Though Ishmael does present some good examples, I didn't find the text powerfull enough to convince me.",3,books_neu_28
-1,Some explanations seem to be too simplistic.,3,books_neu_28
1,CONCLUSION: Good book for readers interested in philosophical and intellectual explanation of history of humans.,3,books_neu_28
1,This cd was pretty relaxing.,3,books_neu_29
-1,I feel like a different voice should have been used though.,3,books_neu_29
-1,The mans voice on the cd isn't very soothing.,3,books_neu_29
-1,"There are parts where it's quiet for a few minutes and then when he starts talking again, it's more startling due to the tone of his voice.",3,books_neu_29
-1,Maybe a woman's voice would have been better.,3,books_neu_29
1,It made me fall asleep the first night after using it.,3,books_neu_29
1,I would probably recommend it to a friend.,3,books_neu_29
0,Did you know the Pilgrim's wouldn't have been starving if they knew how to fish?!,3,books_neu_34
0,I think he thinks we shouldn't over-fish for the sake of the fish- I think we need to not over-fish for our own sake.,3,books_neu_34
0,I think it is wrong to kill an animal unless you need it.,3,books_neu_34
0,What about killing animals that are getting in the way of your 'crops'?,3,books_neu_34
0,Such as wolves after chickens?,3,books_neu_34
0,I don't know.,3,books_neu_34
0,Hi! Right now I am reading books about the craft of acting.,5,books_pos_0
0,I am learning on my spare time at home about acting in general.,5,books_pos_0
1,This book it's a great tool for beginner or mature actors.,5,books_pos_0
1,"I find this little book practical, honest and helpful.",5,books_pos_0
1,So pick up and read this book.,5,books_pos_0
1,You will be glad you did!,5,books_pos_0
1,"Mr. Lieven does an excellent job in his analysis of the Chechen conflict, but readers should use caution against potential bias.",4,books_pos_10
0,"During his time in Chechnya, the author seems to have grown quite affectionate toward the Chechens.",4,books_pos_10
0,"This leads to the Russians being painted as the villain (not that they are angels, but neither are the Chechens).",4,books_pos_10
1,"However, Mr. Lieven does provide a fascinating insight into the war.",4,books_pos_10
1,I love his miniature analyses of the evolution of modern war.,4,books_pos_10
0,"This book is not for beginners, but few Yale publishings are.",4,books_pos_10
0,Beginnners should look for a Chechnya book from a mass-market publisher.,4,books_pos_10
0,"SHANGHAIED HEART relates the story of a 15 year old, Black, rape victim who makes the best of the horrible situation she finds herself thrust into.",4,books_pos_14
0,"Poor and living in1960s rural Central Washington State, she has nowhere to turn for the husband she must marry, except to conscript a fellow high school student, an innocent White boy.",4,books_pos_14
1,"On the surface an unlikely romance, the story draws strong parallels to the coexisting US Civil Rights Movement: The Heroine: To all those Blacks who suffered abuse at the hands of others and developed strength to live through it.",4,books_pos_14
0,"The Hero: To those Whites far removed so as to know little about Blacks and their situation, but who understand that justice sees no skin color.",4,books_pos_14
0,"The Rapist: All those, no matter what their own race, who perpetrated injustice, violent or otherwise, against Blacks The Hero's parents: Those Whites who always treated people fairly, regardless of their race, and taught their children to do likewise.",4,books_pos_14
0,The Heroine's father: Those hardworking Blacks who wanted nothing more than to make the best life they could by the productivity of their own hands.,4,books_pos_14
0,"The Hero's boss, the boss's wife, the College President, College Board Members, a Bank teller, Bank manager, Scottsburg Police Department, County Sheriff's Office, and the more minor characters are a mix ranging from virtuous to bigoted and vindictive.",4,books_pos_14
1,"Particularly touching is the scene in which the Hero explains race to his six-year-old, bi-racial daughter.",4,books_pos_14
1,"After a violent start, the story develops at a more livable pace, building the characters and events to climax in the Hero's gut-wrenching search for the Heroine and their daughter, both kidnaped by the sadistic, murdering Rapist. SHANGHAIED HEART's setting and plot give the reader an intimate glimpse of that era in rural life, as well as bringing home what it's like to endure racial discrimination.",4,books_pos_14
1,Anita Diamant's superb book takes the well known story of Jacob and his 12 sons and gives voice to the women long silent.,4,books_pos_15
0,This work of historical fiction explores the experiences of the women in relation to their men as well as the relationships between the women.,4,books_pos_15
0,"The first half of the book is the story of Jacob's four wives: their love for the same man, their conflicts, and the bond between sisters and women.",4,books_pos_15
0,Each month the women join together in the red tent for several days.,4,books_pos_15
1,"Rather than a source of disgrace, the book gives a reaffirming message of what it means to be a women and worships the ability to give life, which the mothers pass on to their daughter Dinah . As interesting as the relationships between the characters, the book presents a myriad of the religious practices of the time.",4,books_pos_15
0,"Througout the book we see that the women continue to practice their own religious beliefs, until a dramatic conflict with Jacob. In the second half of the book, the reader is able to catch a glimpse of Egyptian gods and godesses.",4,books_pos_15
-1,"However, these mentions are often brief and may leave one wanting to hear more and explore the level of monotheism that was really practiced.",4,books_pos_15
0,The portrayal of Joseph is a far cry from his broadway persona and there is little in the way of explanation for why he has become the greedy selfish man that he is.,4,books_pos_15
0,Dinah's sotry ends with a bitterswee tone.,4,books_pos_15
0,"After seeing her family from afar at her father's death, she receives some sense of reconciliation from the family that remains.",4,books_pos_15
0,"After returning to Egypt, Dinah dies surrounded by loved ones and returns to her waiting mothers.",4,books_pos_15
1,The ending offers some conclusion to the divides within her family and we see that life continues on.,4,books_pos_15
1,"This is one amazingbook about a man (Gary Paulsen) and his experiances with running the Iditarod dog race in Alaska. It goes through his nothing but humorous traing process, and then onto the grueling, tiring, painful race.",5,books_pos_19
0,"This book shows how one man connects with nature and his dogs and how these dogs arent being changed by him, but he is being changed by the dogs.",5,books_pos_19
1,"He gives a great account of his loving (and obviously favorite) dog Cookie, the lead of his team.",5,books_pos_19
1,"He goes through the relationships with everyone he meets and his thoughts while reviewing for the race before it's start in Anchorage, Alaska. Paulsen is one of my all time favorite authors and when i read this I was impressed with the emotion, and hysterical hallucinations and I was glad that this book went way over my expectations.",5,books_pos_19
1,"I reccomend this book to everyone and anyone, especially those who enjoy the great outdoors and animals.",5,books_pos_19
1,Nothing but the best!!,5,books_pos_19
0,Vicente himself observed that before him there only existed sophisticated guidelines on different aspects of human-machine interaction but no holistic approach that is fit for the engineer.,4,books_pos_31
1,So he undertook the work and succeeded.,4,books_pos_31
1,"Building on known technics he refined and combined them to form a coherent framework that guides you from the first assessment to the final delivery, putting emphasis on the 'get it right the first time' principle.",4,books_pos_31
1,"In contrast with other books on human machine interaction the ideas of the book are coherent, logical and refreshing to read.",4,books_pos_31
0,"The work is intended for big industrial projects, so our positive experince with a small-scale project is not representative.",4,books_pos_31
1,"Still, Vincentes book is not a cookery-book but on the abstract and generic level and capable of being used in very different enviroments.",4,books_pos_31
-1,The only drawback is the use of the example microworld.,4,books_pos_31
-1,I believe that most readers would have rather read about Vincentes experience in nuclear power plants with all its technical complexity than being bored by his fabricated and dull pump system.,4,books_pos_31
1,The book carries you from the first steps to far into the language.,4,books_pos_32
1,It is easy to read and has all the essentials.,4,books_pos_32
1,"With a proper dictionary like Payne Smith's Compendious Syriac Dictionary there is little else you need for classical Syriac. Beginning with the script and pronunciation it advances through pronouns, nouns and verbs in a very orderly fashion.",4,books_pos_32
1,A lot of information is presented in tables which is handy for reference.,4,books_pos_32
-1,The exercises are very basic.,4,books_pos_32
-1,I recommend reading the Gospel in Syriac for further excercise.,4,books_pos_32
0,"The grammar does not assume knowledge of other semitic languages, but given its compactness such knowledge is recommended.",4,books_pos_32
